firmid,shutdown,newproduct,gender,age,education_college,num_clients,num_supplier,bankloan,round,polconnection,labor,part5revenue,material_cost,total_profit,total_fixedassets,wage_cost,type,lnlabor,lnpart5revenue,lnmaterial_cost,lnwage_cost,lnnum_supplier,lnnum_clients,firmage,baselabor,survey_town_type,treatratio_comp,post,tradecredit_supplier,tradecredit_client,otherloan_amount,retail,lnsales2,lnrent,ad_cost,rennovation,industry,newloan,stock_frequency,treatratio_lcomp,treatratio_lnoncomp,lcompnum,treatratio_nonlcomp,treatratio_nonlnoncomp,newsupplier,category,lnprice,stockmanage,shareeducl,coneval_squality,coneval_env,coneval_money,coneval_all,selleradvice,bankloan_amount,bankloan_interest,RCC_amount,flagatt,shutdownall,endatt,otherloan_end,allloan_end,aallloan_end,T50,C50,T80,C80,lnsalesdif,finknowledge,difficultyloan,shut_part5revenue,shut_total_profit,shut_labor,dummy_lcomp,dummy_lnoncomp,dummy_nonlcomp,dummy_nonlnoncomp,marketcategory,_Ibasecount_2,_Ibasecount_3,_Ibasecount_4,_Ibasecount_5,_Ibasecount_6,_Ibasecount_7,_Ibasecount_8,_Ibasecount_9,_Ibasecount_10,_Ibasecount_11,basecounty,survey_town
23129,0,0,1,40,0,28,1,1,1,0,3,55,37.389999,8.5799999,0,4.500000178813934,0,1.0986123,4.0073333,3.6214032,1.5040774,0,3.3322046,7,3,0,0,0,1,0,20,1,,1.816144,.1,0,1,0,,0,0,4,0,0,,2,1.9459101,,,3,2,2,2,0,20,8.1999998,,0,0,0,0,0,,0,0,0,0,,,,55,8.5799999,3,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23129,0,0,1,40,0,28,1,1,2,,3,56.48,38.259998,5,0,4.500000178813934,0,1.0986123,4.0338864,3.6444049,1.5040774,0,3.3322046,,3,0,0,1,1,0,0,1,,1.130111,0,0,1,0,,0,0,4,0,0,,2,1.9459101,,,3,2,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,56.48,5,3,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23129,0,0,1,42,0,29,1,0,3,1,2,55.02,41.029999,13.240002,6,3.00000011920929,0,.69314718,4.0076966,3.7143035,1.0986123,0,3.3672957,,3,0,0,1,0,0,0,1,4.009326,.94778937,0,0,1,0,.25,0,0,4,0,0,0,2,1.9459101,0,1,3,2,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,-7.0163407,.40000001,.5,55.02,13.240002,2,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23130,0,0,0,43,1,30,1,0,1,0,2,25,17.5,.77999997,0,2.39999994635582,0,.69314718,3.2188759,2.862201,.87546873,0,3.4011974,3,2,0,0,0,0,0,0,1,,1.2809339,.60000002,0,1,0,,0,0,4,0,0,,2,1.3862944,,,2,1,1,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,25,.77999997,2,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23130,0,0,0,45,0,30,5,1,2,,6,120,55,.60000002,79,7.199999839067459,0,1.7917595,4.7874918,4.0073333,1.974081,1.6094379,3.4011974,,2,0,0,1,0,0,59.315006,1,,1.7950872,.60000002,1,1,0,,0,0,4,0,0,,2,1.3862944,,,2,1,1,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,120,.60000002,6,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23130,0,0,0,37,0,17,1,1,3,,6,120,110,2.9000001,0,7.199999839067459,0,1.7917595,4.7874918,4.7004805,1.974081,0,2.8332133,,2,0,0,1,0,0,59.315006,1,4.7799168,1.2354715,0,0,1,0,.25,0,0,4,0,0,0,2,1.3862944,0,0,2,1,1,2,0,,,0,0,0,0,1,1,59.315006,0,0,0,0,0,1,.75,120,2.9000001,6,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23134,0,0,0,38,1,50,2,0,1,0,14,400,280,48.419998,0,32.20000058412552,0,2.6390574,5.9914646,5.6347895,3.4719665,.69314718,3.9120231,3,14,0,0,0,0,1,0,1,,-.89062297,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,3,3,5,4,1,,,,0,0,0,0,0,,0,0,0,0,,,,400,48.419998,14,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23134,0,0,0,44,0,56,5,0,2,,16,451.54999,324.84,58.52,2.0999999,36.80000066757202,0,2.7725887,6.1126862,5.7833328,3.6054978,1.6094379,4.0253515,,14,0,0,1,0,1,0,1,,-.47932687,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,3,3,5,4,1,,,,0,0,0,0,0,,0,0,0,0,,,,451.54999,58.52,16,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23134,0,0,0,43,0,72,8,0,3,,16,455.23999,403.97,13.63,.89999998,36.80000066757202,0,2.7725887,6.1208248,6.0013404,3.6054978,2.0794415,4.2766662,,14,0,0,1,0,1,0,1,6.1118393,-.15082288,0,0,1,0,.25,0,0,4,0,0,1,2,1.0986123,0,0,3,3,5,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,.5,455.23999,13.63,16,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23136,0,0,1,30,0,45,1,1,1,0,8,270,180,40,0,12.79999971389771,0,2.0794415,5.5984221,5.1929569,2.5494452,0,3.8066626,11,8,0,0,0,0,0,5,1,,3.1780539,3,0,1,0,,0,0,4,0,0,,2,1.6094379,,,1,1,2,2,0,5,7,,0,0,0,1,1,,0,0,0,0,,,,270,40,8,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23136,0,1,1,30,0,45,1,0,2,,10,500,300,127,119,15.00000059604645,0,2.3025851,6.2146082,5.7037826,2.7080503,0,3.8066626,,8,0,0,1,0,0,57.099567,1,,3.2503746,3,1,1,0,,0,0,4,0,0,,2,1.6094379,,,1,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,500,127,10,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23136,0,0,1,32,0,25,1,0,3,,11,330.76001,188.36,98.980003,0,16.50000065565109,0,2.3978953,5.801393,5.2383552,2.8033605,0,3.2188759,,8,0,0,1,0,0,57.099567,1,5.801393,3.5380566,0,0,1,0,.5,0,0,4,0,0,0,2,1.6094379,0,1,1,1,2,2,0,,,0,0,0,0,1,1,57.099567,0,0,0,0,0,.80000001,.5,330.76001,98.980003,11,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23137,0,0,0,39,1,33,1,0,1,0,4,320,192,18.02,0,6.399999856948853,0,1.3862944,5.768321,5.2574954,1.856298,0,3.4965076,4,4,0,0,0,0,0,0,1,,.58778661,0,0,1,1,,0,0,4,0,0,,2,1.7917595,,,2,3,2,2,0,,,12,0,0,0,0,1,12,0,0,0,0,,,,320,18.02,4,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23137,0,0,0,41,0,32,1,0,2,,3,318.39999,213.17,7.9000001,72,4.799999892711639,0,1.0986123,5.7633085,5.3620901,1.5686159,0,3.4657359,,4,0,0,1,0,0,0,1,,2.8449094,0,0,1,1,,0,0,4,0,0,,2,1.7917595,,,2,3,2,2,0,,,12,0,0,0,0,1,12,0,0,0,0,,,,318.39999,7.9000001,3,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23137,0,0,0,41,0,19,1,0,3,,4,330.89999,246.38,15.75,14,6.399999856948853,0,1.3862944,5.801816,5.506875,1.856298,0,2.9444389,,4,0,0,1,0,0,0,1,5.801816,3.2503746,.5,1,1,1,1,0,0,4,0,0,0,2,1.7917595,0,0,2,3,2,2,0,,,12,0,0,0,0,1,12,0,0,0,0,0,.60000002,.25,330.89999,15.75,4,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23138,0,0,0,40,0,19,1,0,1,0,12,320,256,30.99,0,20.40000021457672,0,2.4849067,5.768321,5.5451775,3.0155349,0,2.9444389,13,12,0,0,0,0,0,0,1,,1.5040774,0,0,1,0,,0,0,3,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,320,30.99,12,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23138,1,0,,,,16,1,0,2,,10,286.48001,229.92,2.74,0,17.00000017881393,0,2.3025851,5.6576686,5.4377313,2.8332133,0,2.7725887,,12,0,0,1,0,0,,1,,3.8683791,0,0,1,0,,0,0,3,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,286.48001,2.74,10,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23138,0,,,,,,,,3,,,,,,,,0,,,,,,,,12,0,0,1,,,,1,,,,,1,0,,0,0,3,0,0,,2,,,,,,,,,,,0,0,1,1,,,,0,0,0,0,,,,0,0,0,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23140,0,0,0,48,1,20,1,1,1,0,3,150,105.1,30.700001,0,5.400000214576721,0,1.0986123,5.0106354,4.6549125,1.686399,0,2.9957323,17,3,0,0,0,1,0,22,1,,2.0794415,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,4,3,4,4,1,22,13,,0,0,0,0,0,,0,0,0,0,,,,150,30.700001,3,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23140,0,0,0,50,0,20,5,0,2,,2,71,41.599998,19,3.8499999,4.000000059604645,0,.69314718,4.2626801,3.7281001,1.3862944,1.6094379,2.9957323,,3,0,0,1,1,0,0,1,,2.3340838,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,4,3,4,4,1,,,,0,0,0,0,0,,0,0,0,0,,,,71,19,2,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23140,0,0,0,27,0,11,13,0,3,,2,92.400002,43.5,12.5,.44999999,4.000000059604645,0,.69314718,4.5261269,3.7727609,1.3862944,2.5649493,2.3978953,,3,0,0,1,0,0,0,1,4.5261269,1.417793,0,0,1,0,.25,0,0,4,0,0,0,2,1.0986123,0,0,4,3,4,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,.75,92.400002,12.5,2,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23142,0,0,0,32,0,20,1,0,1,0,4,96,74.919998,10.2,0,6.800000071525574,0,1.3862944,4.5643482,4.316421,1.9169226,0,2.9957323,6,4,0,0,0,0,0,0,1,,2.6165221,0,0,1,0,,0,0,1,0,0,,2,1.6094379,,,2,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,96,10.2,4,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23142,0,0,0,32,0,32,1,0,2,,4,146.91,112.47,31.710003,0,7.200000286102295,0,1.3862944,4.98982,4.7226868,1.974081,0,3.4657359,,4,0,0,1,0,0,18.698244,1,,1.2354715,0,0,1,0,,0,0,1,0,0,,2,1.6094379,,,2,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,146.91,31.710003,4,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23142,0,0,0,32,0,25,1,0,3,,5,183.25999,168.03,12.459995,6.5,9.000000357627869,0,1.6094379,5.210906,5.1241426,2.1972246,0,3.2188759,,4,0,0,1,0,0,18.698244,1,5.210906,2.5233257,0,0,1,0,.5,0,0,1,0,0,0,2,1.6094379,0,0,2,1,2,2,0,,,0,0,0,0,1,1,18.698244,0,0,0,0,0,.40000001,.25,183.25999,12.459995,5,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23145,0,0,0,31,0,13,10,0,1,0,1,35,5.9099998,4,0,1.500000059604645,0,0,3.5553482,1.7766458,.40546516,2.3025851,2.5649493,3,1,0,0,0,0,0,0,1,,1.2527629,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,35,4,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23145,1,0,,,,13,10,0,2,,1,35.029999,6.1599998,4.3600001,0,1.500000059604645,0,0,3.5562048,1.8180767,.40546516,2.3025851,2.5649493,,1,0,0,1,0,0,,1,,.24872451,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,35.029999,4.3600001,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23145,0,,,,,,,,3,,,,,,,,0,,,,,,,,1,0,0,1,,,,1,,,,,1,0,,0,0,4,0,0,,2,,,,,,,,,,,0,0,1,1,,,,0,0,0,0,,,,0,0,0,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23148,0,0,0,35,0,25,1,0,1,0,14,250,167.12,40.169998,0,25.20000100135803,0,2.6390574,5.521461,5.1187119,3.2268441,0,3.2188759,6,14,0,0,0,0,0,0,1,,3.3134527,0,0,1,0,,0,0,3,0,0,,2,.69314718,,,2,1,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,250,40.169998,14,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23148,0,0,0,35,0,20,1,0,2,,11,201.07001,143.75999,34.619999,0,20.89999973773956,0,2.3978953,5.3036532,4.9681454,3.0397491,0,2.9957323,,14,0,0,1,0,0,0,1,,3.398793,0,0,1,0,,0,0,3,0,0,,2,.69314718,,,2,1,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,201.07001,34.619999,11,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23148,0,0,0,35,0,28,1,0,3,,15,271.60001,206.49001,43.48,7.5,28.49999964237213,0,2.7080503,5.6043305,5.3302522,3.3499041,0,3.3322046,,14,0,0,1,0,0,0,1,5.6043305,2.1517622,0,0,1,0,.5,0,0,3,0,0,0,2,.69314718,0,0,2,1,2,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,.40000001,.25,271.60001,43.48,15,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23149,0,0,0,21,0,60,5,0,1,0,14,240,95.040001,71.339996,0,22.39999949932098,0,2.6390574,5.480639,4.5542979,3.109061,1.6094379,4.0943446,3,14,0,0,0,0,1,0,1,,-.22314353,0,0,1,0,,0,0,4,0,0,,2,1.9459101,,,3,2,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,240,71.339996,14,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23149,0,0,0,25,0,73,10,0,2,1,18,289.63,122.18,89.279999,5.25,30.60000032186508,0,2.8903718,5.6686044,4.8054953,3.421,2.3025851,4.2904596,,14,0,0,1,0,1,0,1,,.03149873,0,0,1,0,,0,0,4,0,0,,2,1.9459101,,,3,2,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,289.63,89.279999,18,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23149,0,0,0,,0,98,5,0,3,,18,296.70001,128.58,115.58,0,30.60000032186508,0,2.8903718,5.6927214,4.8565512,3.421,1.6094379,4.5849676,,14,0,0,1,0,0,0,1,5.6927214,3.4635632,0,0,1,0,.25,0,0,4,0,0,1,2,1.9459101,0,1,3,2,2,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,.75,296.70001,115.58,18,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23153,0,0,1,28,0,15,1,0,1,0,7,150,75,46.919998,0,9.800000041723251,0,1.9459101,5.0106354,4.3174882,2.2823825,0,2.7080503,2,7,0,0,0,0,0,0,1,,2.7080503,0,0,1,0,,0,0,4,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,,,,150,46.919998,7,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23153,0,0,0,25,0,15,1,0,2,,1,46.5,23,17,0,1.500000059604645,0,0,3.8394523,3.1354942,.40546516,0,2.7080503,,7,0,0,1,0,0,0,1,,1.1709329,0,0,1,0,,0,0,4,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,,,,46.5,17,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23153,1,0,,,,12,1,0,3,,1,38.220001,18.9,-9.6599998,0,1.500000059604645,0,0,3.6433589,2.939162,.40546516,0,2.4849067,,7,0,0,1,0,0,0,1,3.6284246,1.5461738,0,0,1,0,.5,0,0,4,0,0,0,2,,0,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,.80000001,.5,38.220001,-9.6599998,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23156,0,0,1,35,0,20,20,0,1,0,6,160,118.32,20.08,0,7.199999839067459,0,1.7917595,5.0751739,4.7733927,1.974081,2.9957323,2.9957323,2,6,0,0,0,1,0,0,1,,2.3795462,.050000001,0,1,0,,0,0,4,0,0,,2,.69314718,,,3,2,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,160,20.08,6,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23156,0,0,1,44,0,20,14,0,2,,10,186,71,33.5,119,11.9999997317791,0,2.3025851,5.2257466,4.2626801,2.4849067,2.6390574,2.9957323,,6,0,0,1,1,0,0,1,,2.4141264,.050000001,1,1,0,,0,0,4,0,0,,2,.69314718,,,3,2,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,186,33.5,10,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23156,0,0,1,47,0,70,8,0,3,,6,445,350,63,0,7.199999839067459,0,1.7917595,6.0980744,5.857933,1.974081,2.0794415,4.2484951,,6,0,0,1,0,0,0,1,6.1145954,2.1517622,0,0,1,0,1,0,0,4,0,0,0,2,.69314718,0,0,3,2,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,.75,445,63,6,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23157,0,0,1,26,0,15,1,0,1,0,3,220,114.63,42.43,0,5.10000005364418,0,1.0986123,5.3936276,4.7417097,1.6292405,0,2.7080503,6,3,0,0,0,0,1,0,1,,3.0418108,0,0,1,0,,0,0,3,0,0,,2,1.0986123,,,3,3,3,3,1,,,,0,0,0,0,0,,0,0,0,0,,,,220,42.43,3,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23157,0,0,1,26,0,44,1,0,2,,9,615.38,340.76999,47,3.1500001,15.30000016093254,0,2.1972246,6.4222398,5.8312078,2.7278528,0,3.7841897,,3,0,0,1,0,1,0,1,,1.9286187,0,0,1,0,,0,0,3,0,0,,2,1.0986123,,,3,3,3,3,1,,,,0,0,0,0,0,,0,0,0,0,,,,615.38,47,9,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23157,0,0,0,37,0,21,1,0,3,,4,315.95001,162.57001,12.6,9,6.800000071525574,0,1.3862944,5.7555842,5.0911088,1.9169226,0,3.0445225,,3,0,0,1,0,0,0,1,5.7425051,2.1517622,0,0,1,0,1,0,0,3,0,0,0,2,1.0986123,1,0,3,3,3,3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,315.95001,12.6,4,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23159,0,0,1,26,0,23,1,0,1,0,5,60,25.799999,16.200001,0,9.000000357627869,0,1.6094379,4.0943446,3.2503746,2.1972246,0,3.1354942,4,5,0,0,0,0,0,0,1,,2.0347056,0,0,1,0,,0,0,4,0,0,,2,2.0794415,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,60,16.200001,5,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23159,1,0,,,,15,1,0,2,,3,36.669998,17.59,9.2700005,0,5.400000214576721,0,1.0986123,3.601959,2.8673306,1.686399,0,2.7080503,,5,0,0,1,0,0,,1,,1.2979783,0,0,1,0,,0,0,4,0,0,,2,2.0794415,,,,,,,,,,,0,1,1,,,,0,0,0,0,,,,36.669998,9.2700005,3,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23159,0,,,,,,,,3,,,,,,,,0,,,,,,,,5,0,0,1,,,,1,,,,,1,0,,0,0,4,0,0,,2,,,,,,,,,,,0,0,1,1,,,,0,0,0,0,,,,0,0,0,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23163,0,0,0,32,1,20,10,0,1,0,12,250,186.81,30.08,0,30,0,2.4849067,5.521461,5.230092,3.4011974,2.3025851,2.9957323,5,12,0,0,0,0,0,0,1,,3.5301933,0,0,1,0,,0,0,3,0,0,,2,1.9459101,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,,,,250,30.08,12,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23163,0,0,0,32,1,25,10,0,2,,15,309.64999,249.44,35.080002,.11,40.50000160932541,0,2.7080503,5.7354426,5.5192184,3.7013021,2.3025851,3.2188759,,12,0,0,1,1,1,0,1,,-.3739664,0,0,1,0,,0,0,3,0,0,,2,1.9459101,,,,,,,,,,,0,1,1,0,0,,0,0,0,0,,,,309.64999,35.080002,15,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23163,1,0,,,,20,10,0,3,,18,292.29999,233.25999,-2.7,0,48.60000193119049,0,2.8903718,5.6777806,5.4521537,3.8836236,2.3025851,2.9957323,,12,0,0,1,1,0,0,1,5.6777806,4.0591655,0,0,1,0,.5,0,0,3,0,0,1,2,,1,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,.80000001,.75,292.29999,-2.7,18,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23167,0,0,0,30,0,50,10,0,1,1,1,33,16.27,10.4,0,1.19999997317791,0,0,3.4965076,2.7893229,.18232153,2.3025851,3.9120231,4,1,0,0,0,1,0,0,1,,1.5040774,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,3,2,4,4,0,,,,0,0,0,1,1,,0,0,0,0,,,,33,10.4,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23167,0,0,0,31,0,50,13,0,2,,1,44,27.5,15.5,21,1.19999997317791,0,0,3.7841897,3.3141861,.18232153,2.5649493,3.9120231,,1,0,0,1,1,0,12.703487,1,,1.6409365,0,0,1,0,,0,0,4,0,0,,2,1.0986123,,,3,2,4,4,0,,,,0,0,0,1,1,,0,0,0,0,,,,44,15.5,1,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23167,0,0,0,33,0,30,12,0,3,,2,68.5,40,27.77,3,2.39999994635582,0,.69314718,4.2268338,3.6888795,.87546873,2.4849067,3.4011974,,1,0,0,1,1,0,12.703487,1,4.2268338,1.6409365,0,0,1,0,2,0,0,4,0,0,1,2,1.0986123,0,0,3,2,4,4,0,,,0,0,0,0,1,1,12.703487,0,0,0,0,0,.80000001,.75,68.5,27.77,2,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23168,0,0,1,41,0,27,1,0,1,0,6,280,200,29.360001,20,12.59999960660934,0,1.7917595,5.6347895,5.2983174,2.5336969,0,3.2958369,8,6,0,0,0,1,1,0,1,,1.3987169,0,0,1,0,,0,0,3,0,0,,2,2.3025851,,,3,2,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,280,29.360001,6,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23168,0,0,1,43,0,31,1,0,2,,7,320.54001,247.16,32.900002,3.1500001,16.10000029206276,0,1.9459101,5.7700071,5.510036,2.7788193,0,3.4339871,,6,0,0,1,1,1,0,1,,1.9286187,0,0,1,0,,0,0,3,0,0,,2,2.3025851,,,3,2,2,3,0,,,,0,0,0,0,0,,0,0,0,0,,,,320.54001,32.900002,7,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23168,0,0,1,43,0,29,1,0,3,,7,315.23001,234.63,41.02,3,16.10000029206276,0,1.9459101,5.7533026,5.4580097,2.7788193,0,3.3672957,,6,0,0,1,0,0,0,1,,2.0464017,0,0,1,0,6,0,0,3,0,0,0,2,2.3025851,1,0,3,2,2,3,0,,,0,0,0,0,0,0,0,0,0,0,0,,.80000001,.25,315.23001,41.02,7,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23169,0,0,1,41,1,13,1,0,1,0,4,160,107.44,40.959999,17,4.799999892711639,0,1.3862944,5.0751739,4.6769328,1.5686159,0,2.5649493,4,4,0,0,0,0,0,0,1,,1.4632554,0,0,1,0,,0,0,4,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,1,1,,0,0,0,0,,,,160,40.959999,4,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23169,0,0,1,42,0,13,1,0,2,,12,100,60,31,79,14.39999967813492,0,2.4849067,4.6051702,4.0943446,2.6672282,0,2.5649493,,4,0,0,1,0,0,40.683872,1,,1.8707247,0,0,1,0,,0,0,4,0,0,,2,1.3862944,,,,,,,,,,,0,1,1,1,1,,0,0,0,0,,,,100,31,12,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23169,1,0,,,,12,1,0,3,,11,75.339996,52.349998,1.1,0,13.19999970495701,0,2.3978953,4.322011,3.957952,2.5802169,0,2.4849067,,4,0,0,1,0,0,40.683872,1,4.322011,2.5649638,0,0,1,0,1,0,0,4,0,0,0,2,,1,,,,,,,,,0,0,1,1,1,1,40.683872,0,0,0,0,0,.2,.25,75.339996,1.1,11,0,1,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23170,0,0,0,31,0,27,1,0,1,0,5,108,51.580002,27.91,0,5.999999865889549,0,1.6094379,4.6821313,3.9431341,1.7917595,0,3.2958369,2,5,0,0,0,0,0,0,1,,2.2432353,0,0,1,0,,0,0,1,0,0,,2,0,,,2,1,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,108,27.91,5,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23170,0,0,0,31,0,27,1,0,2,,5,108.92,53.209999,20,0,5.999999865889549,0,1.6094379,4.6906137,3.9742463,1.7917595,0,3.2958369,,5,0,0,1,0,0,0,1,,3.2503746,0,0,1,0,,0,0,1,0,0,,2,0,,,2,1,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,108.92,20,5,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23170,0,0,1,40,0,56,1,0,3,,6,182.36,105.26,75.189995,0,7.199999839067459,0,1.7917595,5.2059827,4.6564336,1.974081,0,4.0253515,,5,0,0,1,0,0,0,1,5.2023864,2.1517622,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,2,1,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,.40000001,.5,182.36,75.189995,6,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
23171,0,0,1,27,0,50,1,0,1,0,14,300,94,101.75,0,25.20000100135803,0,2.6390574,5.7037826,4.5432949,3.2268441,0,3.9120231,4,14,0,0,0,1,0,0,1,,1.5040774,0,0,1,0,,0,0,3,0,0,,2,1.9459101,,,3,2,2,2,1,,,,0,0,0,0,0,,0,0,0,0,,,,300,101.75,14,0,0,0,0,cloth and shoes,0,0,0,0,0,0,0,1,0,0,9,16
