student_id,course_code,grade,semester
4448,CHEM101,B,Spring 2024
2854,POLI201,C,Spring 2024
1690,CHEM101,D,Fall 2024
4672,LIT201,A,Fall 2024
4619,PHYS101,C,Fall 2024
726,MKT101,C,Spring 2024
162,ENG101,D,Fall 2024
659,MUS101,C,Fall 2024
2898,HIST101,A,Fall 2024
4620,SOC101,C+,Fall 2024
4100,PHIL101,A,Spring 2024
2543,FIN201,D,Spring 2024
1579,MKT101,C,Spring 2024
3995,HIST101,B+,Spring 2024
1075,LIT201,B+,Spring 2024
3206,ENG101,B,Spring 2024
4045,SOC101,C+,Fall 2024
3434,MUS101,F,Spring 2024
878,BIO101,F,Fall 2024
1092,ARCH101,D,Spring 2024
3060,ART101,B,Fall 2024
1675,ENG101,F,Spring 2024
1609,MATH201,B,Spring 2024
2827,MUS101,B+,Spring 2024
1218,PSYCH101,A,Spring 2024
3053,LIT201,B,Fall 2024
314,ACC101,B,Fall 2024
730,HIST101,F,Spring 2024
4040,LIT201,C+,Spring 2024
384,PSYCH101,F,Fall 2024
1813,PSYCH101,B+,Spring 2024
2325,MATH201,A,Spring 2024
3430,PHYS101,C+,Fall 2024
2746,BUS201,A,Fall 2024
1865,PHYS101,F,Fall 2024
3292,BUS201,A,Fall 2024
4847,MATH201,B,Spring 2024
228,MKT101,C+,Spring 2024
2065,CS101,B,Spring 2024
12,ACC101,C,Spring 2024
1523,FIN201,A,Fall 2024
692,MKT101,C+,Spring 2024
3706,MKT101,B+,Spring 2024
1740,POLI201,B,Fall 2024
1526,POLI201,C,Spring 2024
70,MATH201,D,Fall 2024
2249,CHEM101,C,Fall 2024
3124,PHYS101,C,Fall 2024
4725,ECON201,B,Fall 2024
3331,MKT101,B+,Fall 2024
1288,PHYS101,F,Spring 2024
576,SOC101,C+,Spring 2024
2173,ARCH101,A,Spring 2024
4955,FIN201,B+,Fall 2024
745,BUS201,B,Fall 2024
2528,PHIL101,D,Spring 2024
3074,HIST101,C+,Fall 2024
4211,ACC101,A,Fall 2024
4577,CHEM101,D,Fall 2024
1025,MKT101,C+,Spring 2024
942,PHYS101,A,Fall 2024
768,PHYS101,F,Fall 2024
2439,ECON201,A,Fall 2024
834,BUS201,C,Spring 2024
2191,POLI201,D,Fall 2024
628,MUS101,D,Spring 2024
377,PSYCH101,B,Fall 2024
3887,CHEM101,B+,Fall 2024
90,SOC101,F,Spring 2024
2856,ENG101,C,Spring 2024
1066,PHIL101,C,Spring 2024
1059,SOC101,C+,Fall 2024
3060,ENG101,D,Spring 2024
4073,PHYS101,A,Spring 2024
2601,MKT101,A,Spring 2024
4220,SOC101,F,Fall 2024
2105,ACC101,C+,Spring 2024
2854,FIN201,D,Fall 2024
2656,LIT201,B,Fall 2024
1516,ENG101,A,Fall 2024
3018,CS101,C,Spring 2024
4148,MKT101,C,Spring 2024
1574,MKT101,D,Spring 2024
2537,CS101,A,Spring 2024
3927,CS101,A,Fall 2024
2053,HIST101,B,Spring 2024
3797,PSYCH101,D,Spring 2024
632,HIST101,A,Fall 2024
1862,ART101,B,Spring 2024
3953,MUS101,C,Fall 2024
1233,BUS201,B,Fall 2024
2265,BUS201,A,Spring 2024
2048,PHIL101,B+,Fall 2024
536,ART101,D,Fall 2024
3534,HIST101,F,Fall 2024
4826,HIST101,A,Spring 2024
3098,PSYCH101,B+,Spring 2024
1276,LIT201,C,Spring 2024
3074,ECON201,D,Fall 2024
1026,HIST101,F,Spring 2024
2052,ACC101,C+,Spring 2024
3622,BUS201,D,Fall 2024
4564,BUS201,C,Spring 2024
201,MKT101,C,Spring 2024
4404,FIN201,C,Fall 2024
3324,LIT201,B,Spring 2024
3359,ACC101,F,Fall 2024
2972,MUS101,C,Spring 2024
4979,MUS101,C+,Spring 2024
586,SOC101,A,Spring 2024
3346,PHYS101,B+,Fall 2024
3855,BUS201,D,Spring 2024
4605,LIT201,D,Spring 2024
3425,HIST101,C,Fall 2024
4101,MUS101,B+,Spring 2024
360,ENG101,C,Fall 2024
3670,ARCH101,B,Spring 2024
4310,BIO101,B+,Spring 2024
3478,BUS201,C,Spring 2024
4659,FIN201,C,Spring 2024
2813,BUS201,C+,Spring 2024
45,ENG101,C+,Spring 2024
2751,CS101,F,Fall 2024
634,ACC101,C+,Spring 2024
1211,LIT201,F,Fall 2024
1750,PHIL101,B,Spring 2024
3242,SOC101,F,Fall 2024
2769,MUS101,B+,Fall 2024
594,BIO101,B,Fall 2024
1425,MATH201,A,Spring 2024
1927,SOC101,C,Spring 2024
857,MUS101,C,Fall 2024
552,HIST101,C,Fall 2024
4139,POLI201,C+,Fall 2024
2889,PSYCH101,C,Fall 2024
4275,ART101,F,Fall 2024
1481,ECON201,C+,Fall 2024
607,MKT101,A,Spring 2024
672,PHIL101,B,Spring 2024
3316,PHYS101,B,Fall 2024
17,POLI201,F,Spring 2024
2874,POLI201,B,Fall 2024
2595,POLI201,C+,Fall 2024
2485,BIO101,D,Spring 2024
616,LIT201,D,Fall 2024
3206,HIST101,B+,Spring 2024
2850,CS101,D,Fall 2024
4408,PSYCH101,B+,Fall 2024
3808,ART101,A,Spring 2024
2073,BUS201,B+,Spring 2024
525,FIN201,A,Spring 2024
3174,BIO101,C,Fall 2024
1474,MATH201,F,Spring 2024
2426,ECON201,B,Fall 2024
4984,ARCH101,F,Fall 2024
3275,ACC101,D,Spring 2024
3339,PHIL101,C+,Fall 2024
2008,MKT101,A,Spring 2024
4558,ART101,D,Spring 2024
2413,SOC101,C+,Fall 2024
2152,BUS201,C+,Fall 2024
3183,SOC101,B,Spring 2024
428,FIN201,F,Spring 2024
4565,BIO101,C,Fall 2024
1015,PHYS101,C,Spring 2024
1605,ART101,F,Fall 2024
870,BIO101,B+,Fall 2024
2728,PHIL101,D,Spring 2024
2853,LIT201,C,Fall 2024
886,PHYS101,B,Spring 2024
2609,CHEM101,D,Spring 2024
1274,PHIL101,C+,Fall 2024
4427,ACC101,A,Fall 2024
1956,MUS101,A,Fall 2024
587,BIO101,C,Spring 2024
201,ENG101,B+,Spring 2024
4550,ACC101,A,Spring 2024
3618,CS101,B+,Spring 2024
826,CHEM101,A,Spring 2024
111,FIN201,B+,Spring 2024
2912,CS101,F,Fall 2024
3900,CS101,B+,Fall 2024
908,CHEM101,C+,Fall 2024
3716,MKT101,B,Spring 2024
3690,MATH201,A,Fall 2024
555,ARCH101,D,Spring 2024
1904,POLI201,C,Fall 2024
107,ARCH101,B,Fall 2024
3337,MUS101,C+,Fall 2024
2535,PHIL101,C+,Fall 2024
2227,POLI201,C+,Spring 2024
3294,BIO101,C,Spring 2024
1394,FIN201,A,Fall 2024
2685,PSYCH101,A,Fall 2024
2836,LIT201,F,Spring 2024
167,SOC101,F,Spring 2024
2711,MATH201,B+,Fall 2024
3625,MATH201,B+,Fall 2024
2348,HIST101,D,Fall 2024
1405,ARCH101,B+,Fall 2024
1526,PHIL101,C,Fall 2024
4410,ENG101,B,Fall 2024
4912,MATH201,F,Spring 2024
4839,PSYCH101,A,Spring 2024
2775,MATH201,B+,Spring 2024
826,FIN201,F,Spring 2024
1125,PHIL101,C,Fall 2024
569,ECON201,C,Spring 2024
1959,LIT201,D,Spring 2024
3740,PSYCH101,B+,Spring 2024
2110,MUS101,F,Fall 2024
4465,POLI201,F,Fall 2024
4190,MUS101,D,Fall 2024
4095,LIT201,F,Spring 2024
2931,POLI201,C+,Spring 2024
764,PHYS101,C+,Fall 2024
3361,ECON201,C+,Fall 2024
3451,CHEM101,B+,Spring 2024
2148,FIN201,C,Fall 2024
3396,ECON201,C,Fall 2024
4425,MUS101,A,Spring 2024
3720,BIO101,F,Spring 2024
4802,MUS101,C+,Spring 2024
221,PHIL101,B+,Fall 2024
1862,ARCH101,A,Spring 2024
2615,LIT201,C,Spring 2024
1022,PHYS101,F,Fall 2024
110,BUS201,F,Fall 2024
4245,BUS201,A,Fall 2024
3849,BIO101,C+,Spring 2024
699,HIST101,F,Spring 2024
108,PHYS101,F,Fall 2024
389,SOC101,F,Spring 2024
425,CS101,B,Spring 2024
2495,SOC101,C+,Spring 2024
2966,FIN201,C+,Spring 2024
2704,MUS101,B+,Fall 2024
2000,HIST101,B,Spring 2024
3576,HIST101,F,Spring 2024
1528,CS101,D,Spring 2024
4054,CHEM101,B,Fall 2024
2027,POLI201,B,Spring 2024
2369,LIT201,C,Spring 2024
2767,ACC101,A,Spring 2024
1856,BUS201,C,Fall 2024
447,MATH201,D,Spring 2024
1598,SOC101,B,Fall 2024
210,ACC101,B+,Spring 2024
849,ACC101,D,Fall 2024
1652,FIN201,F,Fall 2024
1917,MUS101,C+,Spring 2024
3530,BUS201,F,Spring 2024
1919,ART101,C+,Fall 2024
577,PHYS101,C,Fall 2024
689,PHYS101,F,Spring 2024
790,BIO101,D,Spring 2024
1356,MATH201,C,Spring 2024
1688,PHIL101,B+,Spring 2024
350,PHIL101,C+,Spring 2024
2718,POLI201,F,Spring 2024
3540,BIO101,C,Spring 2024
4522,ARCH101,F,Fall 2024
4423,POLI201,A,Fall 2024
1130,MKT101,C,Spring 2024
4351,MATH201,C,Spring 2024
4540,CHEM101,B,Spring 2024
4209,MATH201,A,Fall 2024
4785,PSYCH101,A,Fall 2024
991,HIST101,F,Spring 2024
1874,ENG101,B+,Spring 2024
4142,LIT201,F,Fall 2024
4853,MUS101,B,Fall 2024
1377,PHYS101,A,Fall 2024
1227,PSYCH101,B,Spring 2024
564,ENG101,B,Spring 2024
2888,CHEM101,C+,Fall 2024
1341,MATH201,F,Spring 2024
3738,PHIL101,A,Spring 2024
1438,ACC101,C+,Spring 2024
95,LIT201,F,Fall 2024
3297,MUS101,C,Fall 2024
949,ECON201,F,Fall 2024
4649,FIN201,C,Spring 2024
2693,ART101,C+,Spring 2024
4162,ECON201,C,Fall 2024
3282,SOC101,C+,Spring 2024
1498,LIT201,F,Fall 2024
4761,MKT101,B+,Spring 2024
2732,PHIL101,B,Spring 2024
2744,BIO101,B+,Spring 2024
4276,PHIL101,A,Spring 2024
2882,ACC101,B+,Spring 2024
202,ENG101,B+,Fall 2024
1499,BUS201,C,Fall 2024
3087,LIT201,D,Spring 2024
3114,POLI201,F,Fall 2024
2591,ARCH101,D,Spring 2024
1949,PHIL101,C+,Spring 2024
3605,BUS201,A,Spring 2024
3964,CS101,D,Fall 2024
694,HIST101,C,Spring 2024
1720,BUS201,A,Spring 2024
3934,ACC101,B,Fall 2024
3733,MUS101,C+,Spring 2024
2660,FIN201,C,Fall 2024
1722,POLI201,B+,Fall 2024
4052,ART101,F,Fall 2024
2292,ECON201,B,Fall 2024
4200,PSYCH101,B+,Fall 2024
2699,MATH201,D,Fall 2024
3375,BUS201,F,Fall 2024
1011,PHIL101,A,Spring 2024
1042,POLI201,B,Spring 2024
1558,POLI201,F,Spring 2024
1208,BIO101,F,Spring 2024
1681,PHIL101,C,Spring 2024
3622,ECON201,B+,Spring 2024
3353,PHIL101,D,Spring 2024
1679,BIO101,B+,Spring 2024
3597,ACC101,A,Fall 2024
2746,HIST101,A,Spring 2024
3546,ARCH101,D,Spring 2024
2994,CS101,C+,Fall 2024
781,PHIL101,D,Fall 2024
946,BIO101,C+,Fall 2024
3429,MUS101,D,Spring 2024
3099,ACC101,D,Fall 2024
548,BUS201,A,Fall 2024
2208,SOC101,C+,Fall 2024
2985,MUS101,D,Fall 2024
2591,MATH201,F,Spring 2024
2175,ART101,B+,Fall 2024
1798,MATH201,A,Spring 2024
1881,ACC101,F,Fall 2024
3057,ENG101,F,Fall 2024
2258,SOC101,B,Fall 2024
2198,PSYCH101,A,Spring 2024
31,HIST101,D,Fall 2024
612,HIST101,C,Spring 2024
4398,MKT101,C,Fall 2024
3011,PHYS101,F,Spring 2024
2913,MUS101,F,Spring 2024
3803,HIST101,A,Fall 2024
2813,ENG101,B,Fall 2024
683,PSYCH101,A,Fall 2024
257,ARCH101,B,Spring 2024
940,FIN201,D,Fall 2024
2895,HIST101,B+,Spring 2024
3186,ECON201,B+,Spring 2024
777,HIST101,B,Spring 2024
2733,HIST101,F,Spring 2024
732,PSYCH101,C+,Spring 2024
2043,CHEM101,B+,Spring 2024
970,CHEM101,C,Spring 2024
103,PHYS101,A,Fall 2024
1084,CS101,D,Fall 2024
4863,HIST101,C+,Spring 2024
3071,POLI201,F,Fall 2024
3749,MATH201,C,Fall 2024
372,PHIL101,A,Spring 2024
679,ENG101,C,Fall 2024
202,ACC101,C+,Spring 2024
89,CS101,B,Spring 2024
1997,FIN201,A,Fall 2024
4495,PHYS101,C,Spring 2024
188,PHYS101,D,Spring 2024
4748,MUS101,F,Fall 2024
1555,ACC101,D,Fall 2024
4683,LIT201,C,Spring 2024
230,BUS201,F,Fall 2024
3553,SOC101,C+,Spring 2024
55,POLI201,C+,Fall 2024
4367,BUS201,F,Fall 2024
4032,BUS201,D,Fall 2024
1124,ARCH101,D,Spring 2024
3141,ECON201,F,Fall 2024
3371,HIST101,C+,Spring 2024
1553,PHYS101,B,Spring 2024
116,LIT201,B+,Spring 2024
3614,PHIL101,C,Fall 2024
4419,FIN201,B,Fall 2024
2611,PHIL101,C,Spring 2024
360,PHIL101,D,Spring 2024
28,MUS101,B,Fall 2024
3838,PHIL101,D,Fall 2024
3534,BUS201,F,Fall 2024
1419,PHYS101,F,Fall 2024
4040,ACC101,D,Spring 2024
2917,LIT201,D,Spring 2024
1295,POLI201,A,Fall 2024
3630,ART101,B+,Spring 2024
2076,MATH201,D,Fall 2024
4840,HIST101,C,Fall 2024
3678,CHEM101,C+,Fall 2024
3154,MATH201,B+,Fall 2024
1779,CS101,C,Spring 2024
4676,ART101,A,Spring 2024
3895,MATH201,D,Spring 2024
2499,POLI201,C,Fall 2024
4529,MKT101,C,Spring 2024
374,ENG101,C,Fall 2024
2266,SOC101,B+,Spring 2024
1132,ENG101,D,Fall 2024
1843,POLI201,C,Spring 2024
1574,ECON201,C+,Fall 2024
4445,HIST101,D,Spring 2024
788,MATH201,B,Spring 2024
1546,BIO101,C+,Spring 2024
4122,BIO101,A,Spring 2024
4955,POLI201,F,Spring 2024
370,PHYS101,B+,Spring 2024
4980,BIO101,B,Spring 2024
4375,HIST101,B+,Fall 2024
1703,BUS201,B+,Fall 2024
1658,MUS101,C,Fall 2024
1929,ART101,C+,Spring 2024
4056,ARCH101,B,Spring 2024
607,PSYCH101,C,Fall 2024
2577,PSYCH101,B,Spring 2024
4125,SOC101,D,Fall 2024
323,FIN201,D,Spring 2024
1877,ENG101,C+,Fall 2024
584,BIO101,C,Spring 2024
2810,MUS101,B,Spring 2024
656,SOC101,F,Spring 2024
4882,MKT101,D,Spring 2024
223,BUS201,C,Spring 2024
2123,MUS101,B+,Spring 2024
2221,ECON201,D,Fall 2024
3551,ARCH101,A,Fall 2024
2443,MUS101,B,Fall 2024
4929,ACC101,F,Spring 2024
3986,PHIL101,D,Fall 2024
167,BUS201,C+,Spring 2024
2017,POLI201,B,Fall 2024
118,MKT101,A,Fall 2024
1810,BUS201,B,Fall 2024
2207,HIST101,B,Spring 2024
1251,MATH201,D,Spring 2024
4007,ACC101,B,Fall 2024
3110,PHIL101,C+,Spring 2024
4559,PHYS101,A,Fall 2024
1672,POLI201,D,Spring 2024
2152,HIST101,A,Fall 2024
2298,PSYCH101,C+,Spring 2024
1037,PHIL101,B,Fall 2024
2615,BIO101,B,Spring 2024
1880,ECON201,D,Spring 2024
597,ENG101,A,Fall 2024
621,FIN201,B,Spring 2024
71,ART101,F,Spring 2024
1804,BIO101,B+,Spring 2024
4534,MUS101,B,Spring 2024
1068,PHYS101,F,Spring 2024
1926,BUS201,B,Spring 2024
1038,ECON201,C,Spring 2024
3443,ARCH101,A,Spring 2024
3184,ARCH101,A,Spring 2024
1403,ENG101,F,Fall 2024
2362,PSYCH101,B+,Spring 2024
1439,POLI201,B+,Spring 2024
3812,ACC101,B+,Fall 2024
485,MUS101,A,Spring 2024
4265,PHIL101,C,Spring 2024
4899,ENG101,C,Spring 2024
246,POLI201,C+,Spring 2024
4945,ACC101,A,Fall 2024
3372,BIO101,C+,Spring 2024
1351,CHEM101,B,Spring 2024
530,ENG101,B+,Fall 2024
4943,ARCH101,C+,Fall 2024
3815,SOC101,D,Fall 2024
1789,FIN201,C+,Spring 2024
1703,FIN201,A,Fall 2024
3626,CHEM101,B+,Spring 2024
3321,LIT201,B+,Fall 2024
760,ARCH101,C,Fall 2024
1404,ART101,C+,Spring 2024
798,ARCH101,C,Fall 2024
532,ARCH101,C+,Spring 2024
1918,SOC101,A,Fall 2024
4960,BIO101,A,Fall 2024
4138,PHIL101,B,Spring 2024
3417,PHIL101,C+,Spring 2024
599,HIST101,C+,Fall 2024
306,MKT101,B+,Spring 2024
4905,MUS101,F,Fall 2024
2910,BUS201,B+,Spring 2024
679,LIT201,F,Fall 2024
3385,ARCH101,C,Spring 2024
731,POLI201,B,Fall 2024
2026,ENG101,A,Fall 2024
4999,ARCH101,C+,Fall 2024
4229,MKT101,C,Fall 2024
2767,LIT201,B,Spring 2024
2099,MATH201,B+,Spring 2024
392,ARCH101,B,Spring 2024
2744,MATH201,C,Fall 2024
3785,POLI201,A,Fall 2024
3838,ACC101,B+,Fall 2024
4604,BIO101,D,Spring 2024
1686,PHIL101,B+,Spring 2024
2915,ARCH101,A,Spring 2024
1419,SOC101,F,Spring 2024
4192,MUS101,B+,Fall 2024
4202,PHIL101,C,Fall 2024
4091,ECON201,F,Fall 2024
3727,ART101,B+,Fall 2024
4774,PHYS101,C+,Spring 2024
3630,HIST101,B,Fall 2024
3314,MUS101,F,Spring 2024
4952,FIN201,C,Spring 2024
4886,PHYS101,A,Fall 2024
4611,SOC101,C,Spring 2024
1085,ENG101,C+,Spring 2024
1008,MUS101,F,Fall 2024
1318,MUS101,B+,Spring 2024
2350,CHEM101,B+,Fall 2024
2694,FIN201,D,Spring 2024
2279,POLI201,C,Spring 2024
3723,POLI201,B+,Spring 2024
3694,PSYCH101,B+,Spring 2024
4393,SOC101,C+,Spring 2024
4551,MATH201,A,Fall 2024
4336,LIT201,D,Spring 2024
3248,MUS101,D,Spring 2024
3135,CS101,D,Spring 2024
2599,MKT101,F,Spring 2024
2186,ECON201,B,Fall 2024
4053,SOC101,C,Spring 2024
4550,FIN201,A,Spring 2024
3825,LIT201,B,Spring 2024
3521,HIST101,A,Fall 2024
1250,CHEM101,C,Spring 2024
2075,SOC101,D,Spring 2024
2505,PHYS101,C+,Spring 2024
4791,BIO101,C+,Fall 2024
4806,ENG101,C+,Spring 2024
2015,HIST101,A,Spring 2024
4945,CS101,C,Spring 2024
949,MKT101,B+,Fall 2024
107,LIT201,B+,Spring 2024
2492,PHYS101,C+,Spring 2024
4693,FIN201,F,Spring 2024
155,LIT201,A,Spring 2024
3241,HIST101,B+,Fall 2024
796,PSYCH101,A,Fall 2024
4368,BIO101,C,Fall 2024
1571,ACC101,F,Spring 2024
1635,LIT201,F,Fall 2024
1939,MKT101,C+,Spring 2024
1533,ECON201,B,Spring 2024
3029,ACC101,C+,Spring 2024
4218,ACC101,B,Fall 2024
1441,ACC101,F,Fall 2024
1399,ACC101,B+,Spring 2024
3647,MUS101,F,Spring 2024
3398,FIN201,D,Fall 2024
4246,MKT101,B,Fall 2024
4803,LIT201,D,Spring 2024
3043,ART101,A,Fall 2024
1616,ACC101,F,Spring 2024
1514,FIN201,D,Fall 2024
2599,SOC101,B,Fall 2024
845,SOC101,B+,Fall 2024
3420,POLI201,B+,Spring 2024
3531,PHYS101,F,Spring 2024
2328,BUS201,C+,Spring 2024
3041,PHYS101,B+,Spring 2024
1977,ART101,A,Fall 2024
1836,FIN201,B,Spring 2024
4900,PSYCH101,C,Fall 2024
355,MKT101,B+,Spring 2024
1606,PHIL101,D,Spring 2024
4474,ENG101,B,Spring 2024
3196,ECON201,C+,Fall 2024
2128,HIST101,C,Fall 2024
988,ARCH101,C+,Fall 2024
4329,FIN201,A,Spring 2024
154,ARCH101,C+,Spring 2024
907,ACC101,B,Fall 2024
3764,ACC101,C,Fall 2024
1621,BUS201,F,Fall 2024
3629,CS101,C+,Fall 2024
3575,ENG101,C+,Spring 2024
4419,MUS101,F,Spring 2024
332,POLI201,D,Spring 2024
4339,CS101,D,Spring 2024
430,ART101,A,Spring 2024
2424,FIN201,F,Fall 2024
81,FIN201,F,Fall 2024
1574,MATH201,B,Spring 2024
420,CS101,C+,Fall 2024
467,MKT101,B,Spring 2024
3394,FIN201,B+,Spring 2024
1566,MUS101,A,Fall 2024
1519,POLI201,D,Fall 2024
4031,PHIL101,F,Spring 2024
2036,ARCH101,A,Spring 2024
804,BIO101,A,Fall 2024
1078,PSYCH101,B,Fall 2024
1633,ECON201,F,Spring 2024
1985,ACC101,D,Fall 2024
4,PHYS101,D,Spring 2024
603,POLI201,C+,Spring 2024
2368,POLI201,C+,Fall 2024
3676,LIT201,B,Fall 2024
501,CS101,B,Spring 2024
185,ENG101,B+,Fall 2024
3510,ARCH101,C,Fall 2024
3252,SOC101,C,Fall 2024
3148,HIST101,A,Fall 2024
2941,ART101,C+,Fall 2024
1296,ECON201,D,Spring 2024
55,ENG101,F,Fall 2024
1725,HIST101,A,Fall 2024
2911,FIN201,F,Fall 2024
1871,MATH201,D,Spring 2024
4173,CHEM101,C+,Spring 2024
2344,BUS201,C+,Spring 2024
3291,PHYS101,B+,Fall 2024
3349,LIT201,B,Spring 2024
1602,ENG101,F,Fall 2024
2794,SOC101,B,Fall 2024
3338,PHIL101,B,Spring 2024
2091,ARCH101,C,Spring 2024
1252,BIO101,B,Spring 2024
171,ART101,C,Spring 2024
2810,HIST101,D,Fall 2024
2355,LIT201,A,Spring 2024
1774,LIT201,F,Fall 2024
3755,LIT201,C,Spring 2024
3992,ACC101,C+,Spring 2024
2082,SOC101,B+,Spring 2024
827,SOC101,F,Fall 2024
1666,ECON201,B+,Spring 2024
130,ACC101,C+,Fall 2024
1418,CS101,D,Fall 2024
3788,POLI201,F,Fall 2024
1408,MUS101,A,Fall 2024
594,ART101,B+,Fall 2024
1038,ECON201,F,Fall 2024
2129,ARCH101,C+,Fall 2024
3279,PHIL101,B+,Fall 2024
4300,FIN201,C,Fall 2024
23,BUS201,D,Spring 2024
1634,MATH201,B+,Spring 2024
4002,LIT201,D,Spring 2024
4200,MKT101,D,Fall 2024
1406,MKT101,C,Fall 2024
1479,PHYS101,F,Spring 2024
1195,PSYCH101,D,Spring 2024
576,MUS101,C,Fall 2024
1607,CS101,B+,Spring 2024
4370,CHEM101,B+,Fall 2024
452,LIT201,D,Spring 2024
125,CHEM101,C,Fall 2024
3455,CS101,B+,Fall 2024
2365,MKT101,D,Fall 2024
1867,POLI201,F,Fall 2024
1684,MKT101,A,Spring 2024
907,MUS101,B,Fall 2024
3535,BUS201,F,Fall 2024
430,ART101,F,Spring 2024
2752,ECON201,B,Spring 2024
3826,ACC101,C+,Spring 2024
362,POLI201,D,Fall 2024
4892,ACC101,B,Fall 2024
432,FIN201,A,Spring 2024
2723,ART101,D,Spring 2024
4955,ARCH101,B,Spring 2024
3062,HIST101,B,Fall 2024
3224,ECON201,A,Spring 2024
1631,POLI201,C,Spring 2024
4672,ARCH101,B,Fall 2024
4989,MKT101,F,Fall 2024
270,ENG101,C+,Fall 2024
1124,PHYS101,F,Spring 2024
3177,ACC101,B,Fall 2024
3393,PSYCH101,B,Fall 2024
4534,MUS101,A,Spring 2024
1043,ACC101,A,Fall 2024
1642,MUS101,D,Spring 2024
2442,ART101,C+,Spring 2024
3298,BUS201,B+,Fall 2024
1384,LIT201,A,Spring 2024
3997,ART101,B+,Spring 2024
15,ARCH101,C+,Spring 2024
1675,SOC101,B,Fall 2024
3618,BIO101,D,Spring 2024
1481,ACC101,B,Spring 2024
1746,ECON201,F,Fall 2024
3047,PSYCH101,D,Fall 2024
4211,SOC101,B+,Spring 2024
976,PHIL101,F,Spring 2024
1686,FIN201,C+,Fall 2024
2084,FIN201,C+,Spring 2024
2290,ACC101,A,Fall 2024
1687,POLI201,B+,Fall 2024
4159,CS101,D,Fall 2024
509,MATH201,A,Spring 2024
188,ECON201,B+,Fall 2024
2783,MKT101,F,Fall 2024
4189,ECON201,A,Fall 2024
4101,CS101,A,Spring 2024
3510,ECON201,C+,Spring 2024
3518,PSYCH101,C+,Fall 2024
2073,MATH201,B,Fall 2024
98,CHEM101,B,Spring 2024
1292,PHYS101,C+,Spring 2024
3465,PHIL101,C+,Spring 2024
1788,PSYCH101,F,Fall 2024
684,MATH201,A,Spring 2024
1133,SOC101,B,Fall 2024
4123,CS101,C+,Fall 2024
3205,PHYS101,B+,Spring 2024
3124,BIO101,B+,Fall 2024
3837,PHYS101,B,Fall 2024
4877,ARCH101,B+,Spring 2024
1615,HIST101,D,Fall 2024
1042,PSYCH101,A,Fall 2024
2866,MKT101,B,Spring 2024
855,CHEM101,D,Fall 2024
2027,LIT201,C+,Spring 2024
1988,ENG101,F,Spring 2024
2551,LIT201,F,Fall 2024
240,POLI201,D,Fall 2024
490,ARCH101,B+,Spring 2024
3852,MATH201,A,Spring 2024
1037,CS101,C+,Fall 2024
1339,ECON201,C,Fall 2024
4781,CHEM101,A,Fall 2024
3270,SOC101,B+,Spring 2024
2555,POLI201,A,Fall 2024
3501,HIST101,F,Fall 2024
3863,CS101,C,Fall 2024
1768,PSYCH101,C,Fall 2024
4709,BIO101,A,Spring 2024
162,BIO101,F,Spring 2024
656,MKT101,C+,Fall 2024
3007,BIO101,F,Fall 2024
4717,PSYCH101,D,Spring 2024
3507,SOC101,C+,Fall 2024
1257,ACC101,C,Spring 2024
2159,PHIL101,B,Spring 2024
1952,FIN201,B,Spring 2024
750,ACC101,C+,Spring 2024
709,MUS101,B,Fall 2024
1622,POLI201,C+,Spring 2024
4137,SOC101,B+,Fall 2024
4656,CS101,C+,Fall 2024
466,BUS201,B+,Spring 2024
3996,PHIL101,D,Spring 2024
1101,MATH201,C,Spring 2024
1714,MATH201,B,Fall 2024
4586,LIT201,D,Spring 2024
117,BIO101,D,Spring 2024
2482,ECON201,F,Spring 2024
196,MATH201,F,Fall 2024
4715,BUS201,C,Spring 2024
1475,MATH201,A,Spring 2024
2473,PHIL101,A,Spring 2024
4130,PSYCH101,D,Fall 2024
3055,MUS101,D,Spring 2024
1275,MATH201,F,Fall 2024
3710,CS101,C,Fall 2024
339,HIST101,C+,Fall 2024
3512,POLI201,C+,Fall 2024
4276,SOC101,B,Fall 2024
4718,PHIL101,C,Spring 2024
3300,CS101,A,Spring 2024
1657,ACC101,C,Fall 2024
643,PSYCH101,C,Fall 2024
1681,ENG101,F,Fall 2024
1351,MKT101,B,Fall 2024
619,ENG101,C+,Spring 2024
1170,ACC101,D,Spring 2024
252,ECON201,A,Fall 2024
302,SOC101,B,Fall 2024
3142,BIO101,A,Fall 2024
1567,ART101,A,Spring 2024
3165,MATH201,C+,Fall 2024
3958,ACC101,D,Spring 2024
2211,CS101,D,Spring 2024
3153,CHEM101,F,Fall 2024
3660,BIO101,C+,Spring 2024
612,ACC101,B,Fall 2024
1944,CS101,B+,Spring 2024
74,HIST101,B,Fall 2024
2874,MKT101,B,Fall 2024
4638,LIT201,B+,Fall 2024
157,MATH201,A,Fall 2024
3559,ECON201,C,Fall 2024
256,ARCH101,B+,Fall 2024
3111,MUS101,C,Spring 2024
1052,ARCH101,A,Spring 2024
2418,MATH201,B+,Fall 2024
2257,ECON201,C+,Spring 2024
2635,LIT201,B,Fall 2024
2897,POLI201,B+,Spring 2024
1892,CS101,B+,Spring 2024
3684,BUS201,A,Fall 2024
4412,MKT101,C+,Fall 2024
3465,LIT201,B+,Spring 2024
2492,POLI201,C+,Spring 2024
3740,ACC101,C,Spring 2024
1776,PHYS101,B+,Spring 2024
3937,PHYS101,C+,Spring 2024
1971,LIT201,B,Spring 2024
