"Amount","DaysSinceStart","Industry","SuperIndustry","Internet","CZIP","MZIP","ID","Merchant","Distance"
2.16,411,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
9.15,357,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.74,210,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.67,328,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.45,433,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.24,300,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.47,370,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.4,259,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
2.7,279,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
8.72,349,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
5.41,274,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
5.43,419,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
1.6,259,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.37,385,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.86,264,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
10.99,190,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.87,335,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
2.05,390,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
5.71,321,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
5,278,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.66,372,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.78,400,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.53,348,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.42,315,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.91,182,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.37,176,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
2.63,453,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.16,383,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.01,258,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
4.74,302,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
6.97,425,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.74,294,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.12,265,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
5.6,327,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
3.59,439,"Eating Places","Accommodations and Food Services","No",10583,"10604",37783,"M1334",4
93.94,428,"Shoe Stores","Apparel and Accessories","No",10583,"11360",37783,"M1369",13
33.08,40,"Florists","General Merchandise Stores","No",10583,"11803",37783,"M1422",19
84.36,448,"Family Apparel","Apparel and Accessories","Yes",10583,"43123",37783,"M1444",431
0.45,60,"Family Apparel","Apparel and Accessories","Yes",10583,"43123",37783,"M1444",431
28.15,282,"Family Apparel","Apparel and Accessories","No",10583,"11803",37783,"M1444",19
847.5,271,"Insurance","Finance and Insurance","No",10583,"22412",37783,"M1470",235
833.5,90,"Insurance","Finance and Insurance","No",10583,"22412",37783,"M1470",235
857.5,455,"Insurance","Finance and Insurance","No",10583,"22412",37783,"M1470",235
5,181,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M1485",3
59.35,147,"Automotive Fuel","Motor Vehicles","No",10583,"11362",37783,"M1485",14
5,147,"Automotive Fuel","Motor Vehicles","No",10583,"11362",37783,"M1485",14
38.69,68,"Automotive Fuel","Motor Vehicles","No",10583,"07039",37783,"M1485",27
5,33,"Automotive Fuel","Motor Vehicles","No",10583,"11545",37783,"M1485",14
5,96,"Automotive Fuel","Motor Vehicles","No",10583,"07849",37783,"M1485",37
30,181,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M1485",3
30.08,96,"Automotive Fuel","Motor Vehicles","No",10583,"07849",37783,"M1485",37
81.79,32,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
96.62,345,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
54.13,318,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
23.76,25,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
40.77,22,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
11.27,81,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
147.82,73,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10583",37783,"M1540",0
20.05,164,"Automotive Fuel","Motor Vehicles","No",10583,"10010",37783,"M1596",17
5,177,"Automotive Fuel","Motor Vehicles","No",10583,"11590",37783,"M1596",17
20,177,"Automotive Fuel","Motor Vehicles","No",10583,"11590",37783,"M1596",17
5,177,"Automotive Fuel","Motor Vehicles","No",10583,"11590",37783,"M1596",17
75,373,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,373,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
25.01,310,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,2,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,310,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,310,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,164,"Automotive Fuel","Motor Vehicles","No",10583,"10010",37783,"M1596",17
5,177,"Automotive Fuel","Motor Vehicles","No",10583,"11590",37783,"M1596",17
5,395,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,395,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,373,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
66.89,395,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1596",0
5,164,"Automotive Fuel","Motor Vehicles","No",10583,"10010",37783,"M1596",17
18.74,14,"Family Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1602",3
109.05,457,"Family Apparel","Apparel and Accessories","No",10583,"11530",37783,"M1602",17
37.71,121,"Family Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1602",3
28.14,310,"Giftware/Houseware/Card Shops","General Merchandise Stores","No",10583,"06851",37783,"M1624",20
10.84,247,"Children's Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1635",3
10.73,170,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10530",37783,"M1647",2
32.49,113,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10710",37783,"M1647",3
63.5,340,"Automotive Fuel","Motor Vehicles","No",10583,"10507",37783,"M1705",15
5,374,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
62.5,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,296,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,136,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,420,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
75.1,318,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
56.51,290,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,354,"Automotive Fuel","Motor Vehicles","No",10583,"11790",37783,"M1705",31
5,318,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
68.07,260,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
50,136,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
54.22,120,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
64,186,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,184,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,120,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,319,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,186,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,383,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,233,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
50.03,299,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,407,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,134,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
55.98,387,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,242,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,40,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,299,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
60.01,248,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,362,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,434,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,340,"Automotive Fuel","Motor Vehicles","No",10583,"10507",37783,"M1705",15
63.71,233,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,248,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
62,420,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,260,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,186,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,134,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,406,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,184,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
45,184,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,269,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,168,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,387,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,28,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,387,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
60.03,319,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,318,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
62.93,383,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,271,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,354,"Automotive Fuel","Motor Vehicles","No",10583,"11790",37783,"M1705",31
54.91,271,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
30,168,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,179,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
61.5,407,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,248,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,290,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,334,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,434,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,420,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
58.5,179,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,407,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
66,334,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,269,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,362,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
63.51,374,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
59,282,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,242,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,374,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,406,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,290,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
56,362,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,136,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
70,296,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,22,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
47.04,134,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,120,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
83.01,406,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,233,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
47,54,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,282,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,383,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,271,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,340,"Automotive Fuel","Motor Vehicles","No",10583,"10507",37783,"M1705",15
5,282,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
75.88,434,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,334,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,54,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
40,354,"Automotive Fuel","Motor Vehicles","No",10583,"11790",37783,"M1705",31
55.01,242,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,260,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
65,269,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,299,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,45,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,179,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
71,444,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,296,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,54,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,319,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
5,168,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M1705",0
22.87,3,"Home Improvement Centers","Home Improvement Centers","No",10583,"10710",37783,"M1739",3
51.74,360,"Home Improvement Centers","Home Improvement Centers","No",10583,"10710",37783,"M1739",3
30.55,387,"Home Improvement Centers","Home Improvement Centers","No",10583,"10710",37783,"M1739",3
33.52,396,"Home Improvement Centers","Home Improvement Centers","No",10583,"10710",37783,"M1739",3
19.25,11,"Home Improvement Centers","Home Improvement Centers","No",10583,"10710",37783,"M1739",3
25.74,7,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10607",37783,"M1743",3
3.99,401,"Book Stores","Sporting Goods and Hobby","No",10583,"10165",37783,"M1793",16
3.99,401,"Book Stores","Sporting Goods and Hobby","No",10583,"10165",37783,"M1793",16
3.99,377,"Book Stores","Sporting Goods and Hobby","No",10583,"10165",37783,"M1793",16
27.76,249,"Book Stores","Sporting Goods and Hobby","No",10583,"07114",37783,"M1793",24
1.29,444,"Music and Videos","Sporting Goods and Hobby","Yes",10583,"95014",37783,"M1874",2234
2.58,414,"Music and Videos","Sporting Goods and Hobby","Yes",10583,"95014",37783,"M1874",2234
2.99,428,"Music and Videos","Sporting Goods and Hobby","Yes",10583,"95014",37783,"M1874",2234
2.58,419,"Music and Videos","Sporting Goods and Hobby","Yes",10583,"95014",37783,"M1874",2234
2.14,390,"Music and Videos","Sporting Goods and Hobby","Yes",10583,"95014",37783,"M1874",2234
29.64,444,"Family Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1883",3
52.04,47,"Family Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1883",3
81.37,303,"Family Apparel","Apparel and Accessories","Yes",10583,"24513",37783,"M1883",331
64.2,457,"Family Apparel","Apparel and Accessories","No",10583,"11530",37783,"M1883",17
92.41,350,"Family Apparel","Apparel and Accessories","No",10583,"27302",37783,"M1883",391
137.64,297,"Family Apparel","Apparel and Accessories","No",10583,"10601",37783,"M1883",3
14.96,457,"Children's Apparel","Apparel and Accessories","No",10583,"11530",37783,"M1900",17
36.29,328,"Women's Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M1945",72
1,327,"Women's Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M1945",72
79.24,290,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
18.58,452,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
18.36,212,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
78.47,206,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
95.81,411,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
19.03,136,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
36.3,442,"Photofinishing Services","Other Services","Yes",10583,"94608",37783,"M2023",2233
31.2,92,"Department Stores","General Merchandise Stores","Yes",10583,"45044",37783,"M2024",494
95.47,319,"Department Stores","General Merchandise Stores","No",10583,"10710",37783,"M2024",3
30.2,33,"Department Stores","General Merchandise Stores","No",10583,"10917",37783,"M2067",26
3.25,451,"Miscellaneous Personal Services","Other Services","No",10583,"10710",37783,"M2069",3
2,393,"Miscellaneous Personal Services","Other Services","No",10583,"06851",37783,"M2069",20
6,431,"Miscellaneous Personal Services","Other Services","No",10583,"06851",37783,"M2069",20
6.86,147,"Toy Stores","General Merchandise Stores","No",10583,"10583",37783,"M2076",0
45.93,147,"Toy Stores","General Merchandise Stores","No",10583,"10583",37783,"M2076",0
69.22,13,"Women's Apparel","Apparel and Accessories","No",10583,"10607",37783,"M2144",3
53.15,207,"Women's Apparel","Apparel and Accessories","No",10583,"10583",37783,"M2148",0
207.98,311,"Women's Apparel","Apparel and Accessories","No",10583,"11590",37783,"M2148",17
79.47,48,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
32.11,114,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
45.96,347,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
20.14,17,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
26.31,42,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
12.89,226,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
243.86,68,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
42.14,68,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
21.48,109,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
106.32,42,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
275.71,68,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
16.54,74,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
33.37,347,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
205.67,347,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
40.8,109,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
136.9,42,"Department Stores","General Merchandise Stores","No",10583,"10583",37783,"M2162",0
5,101,"Automotive Fuel","Motor Vehicles","No",10583,"11793",37783,"M2180",22
44.51,101,"Automotive Fuel","Motor Vehicles","No",10583,"11793",37783,"M2180",22
5.36,431,"Discount Department Stores","General Merchandise Stores","No",10583,"10530",37783,"M2248",2
21,378,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
18.25,260,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
29.25,153,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,316,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,349,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,344,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,307,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
14.5,135,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,440,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.25,153,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,405,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,392,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
42,383,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
42,356,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,364,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,414,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,278,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,449,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,401,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,272,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.25,62,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,434,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
14.5,126,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
42,224,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,448,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.75,449,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.75,448,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.75,273,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
18.25,238,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
14.5,84,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,371,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
42,322,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,427,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
18.25,217,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
210,125,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
9.75,93,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.75,218,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,266,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,288,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
18.25,286,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
21,217,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
10.5,414,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
7.75,246,"T+E Railroad","Transportation and Warehousing","No",10583,"12312",37783,"M2333",-999
298.43,42,"T+E Railroad","Transportation and Warehousing","Yes",10583,"10017",37783,"M2333",16
35,96,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
35,55,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
35,55,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,224,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
20,344,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,69,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,371,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,132,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
2.25,93,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
2.25,167,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
2.25,135,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
10,62,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,272,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
20,86,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
10,160,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
20,146,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,448,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
20,204,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
30,392,"Other Transportation Services","Transportation and Warehousing","No",10583,"11201",37783,"M2336",20
43.43,431,"Arts and Craft Stores","General Merchandise Stores","No",10583,"10530",37783,"M2346",2
51.99,450,"Arts and Craft Stores","General Merchandise Stores","No",10583,"10530",37783,"M2346",2
56.88,269,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10607",37783,"M2383",3
62.4,334,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10710",37783,"M2383",3
31.19,389,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10710",37783,"M2383",3
25.99,346,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10710",37783,"M2383",3
54.18,164,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10710",37783,"M2383",3
5.42,186,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"10710",37783,"M2383",3
